Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
scarpe aperte,y,n,colorato,primavera,soleggiato,29,estate,21
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,21,primavera,9
scarpa classica,n,y,scuro,primavera_estate,soleggiato,4,primavera,17
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,19,autunno,26
scarpe con tacchi,y,n,scuro,estate,pioggia,33,estate,25
scarpe con tacchi,y,n,scuro,primavera_estate,soleggiato,11,primavera,19
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,16,autunno,28
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,33,autunno,15
scarpa da ginnastica,y,y,colorato,all,pioggia,12,inverno,22
scarpa da ginnastica,n,y,colorato,autunno_inverno,nuvoloso,7,primavera,18
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,7,inverno,31
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,5,primavera,25
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,30,estate,22
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,1,inverno,15
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,9,inverno,26
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,27,estate,11
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,8,inverno,19
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,28,estate,22
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,31,estate,11
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,32,estate,22
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,30,estate,11
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,17,estate,14
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,17,estate,25
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,26,estate,11
scarpa classica,y,y,scuro,primavera_estate,soleggiato,4,inverno,13
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,8,autunno,29
scarpe con tacchi,y,n,colorato,autunno_inverno,soleggiato,-3,primavera,16
scarpa classica,n,y,colorato,all,pioggia,24,estate,23
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,9,primavera,26
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,0,inverno,15
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,8,inverno,25
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,8,inverno,22
scarpa classica,n,y,scuro,all,pioggia,19,primavera,23
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,1,primavera,12
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,1,inverno,16
scarpa classica,n,y,scuro,autunno_inverno,pioggia,5,primavera,22
stivaletto alla caviglia,n,n,colorato,autunno,nuvoloso,6,inverno,17
scarpe aperte,y,n,scuro,primavera,soleggiato,32,estate,15
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,4,autunno,18
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,21,autunno,14
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,16,primavera,27
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,30,autunno,15
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,1,primavera,13
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,28,estate,6
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,4,inverno,19
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,7,inverno,29
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,25,primavera,22
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,25,primavera,23
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,19,autunno,31
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,20,estate,21
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,15,autunno,16
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,0,inverno,24
scarpe aperte,y,n,scuro,estate,pioggia,15,primavera,17
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,3,inverno,15
scarpe aperte,y,n,scuro,primavera,pioggia,12,autunno,15
scarpa da ginnastica,y,y,colorato,all,soleggiato,5,primavera,19
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,9,primavera,25
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,2,primavera,13
scarpe aperte,y,n,colorato,primavera,nuvoloso,2,inverno,10
scarpa classica,n,y,Chiaro,inverno,soleggiato,20,primavera,13
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,5,primavera,14
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,14,primavera,13
scarpe con tacchi,y,n,colorato,autunno_inverno,soleggiato,1,inverno,20
scarpe aperte,y,n,colorato,estate,pioggia,17,primavera,17
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,11,primavera,16
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,8,inverno,29
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,23,estate,10
scarpa classica,n,y,colorato,autunno_inverno,pioggia,5,inverno,26
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,0,inverno,21
anfibi,y,n,scuro,autunno,neve,-5,primavera,24
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,14,primavera,18
scarpa classica,y,y,scuro,all,pioggia,19,autunno,23
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,15,autunno,19
scarpa da ginnastica,n,y,colorato,primavera_estate,nuvoloso,11,inverno,16
scarpa da ginnastica,n,y,colorato,estate,soleggiato,18,autunno,16
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,2,inverno,31
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,13,primavera,25
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,5,inverno,13
anfibi,n,y,Chiaro,inverno,pioggia,20,estate,21
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,3,inverno,27
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,2,primavera,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,10,primavera,25
scarpa classica,n,y,Chiaro,all,pioggia,9,primavera,23
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,32,estate,10
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,4,inverno,28
scarpa classica,y,y,colorato,autunno_inverno,pioggia,18,primavera,22
scarpa classica,y,y,Chiaro,inverno,pioggia,27,estate,17
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,8,inverno,28
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,20,autunno,18
stivali,n,n,Chiaro,inverno,pioggia,24,primavera,21
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,27,autunno,22
scarpe aperte,n,n,Chiaro,primavera,soleggiato,26,estate,21
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,6,primavera,18
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,10,primavera,25
scarpe aperte,y,n,colorato,estate,soleggiato,27,estate,25
scarpe aperte,n,n,scuro,estate,soleggiato,18,primavera,21
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,13,autunno,25
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,-6,inverno,16
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,5,inverno,28
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,17,primavera,24
scarpe con tacchi,n,n,colorato,primavera_estate,nuvoloso,22,primavera,19
scarpe con tacchi,n,n,colorato,primavera_estate,nuvoloso,16,autunno,14
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,22,estate,9
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,15,autunno,16
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,0,primavera,13
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,30,estate,8
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,32,estate,20
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,25,estate,23
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,28,autunno,17
scarpa classica,n,y,Chiaro,primavera_estate,neve,0,primavera,21
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,6,primavera,14
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,5,primavera,21
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,0,primavera,19
scarpa classica,n,y,scuro,all,pioggia,35,estate,23
scarpa classica,n,y,Chiaro,inverno,nuvoloso,18,autunno,21
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,20,autunno,26
scarpe con tacchi,n,n,scuro,estate,pioggia,23,primavera,22
scarpa classica,n,y,scuro,inverno,soleggiato,34,estate,7
scarpa classica,y,y,colorato,all,pioggia,10,autunno,23
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,29,estate,22
scarpa da ginnastica,y,n,colorato,all,soleggiato,1,inverno,19
scarpa da ginnastica,n,n,scuro,all,soleggiato,17,primavera,19
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,6,primavera,17
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,8,inverno,22
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,19,autunno,25
scarpe aperte,n,n,colorato,primavera_estate,soleggiato,18,autunno,18
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,8,inverno,21
scarpa classica,y,y,Chiaro,inverno,pioggia,0,inverno,28
scarpa da ginnastica,n,y,Chiaro,inverno,pioggia,8,autunno,25
scarpa da ginnastica,n,y,colorato,all,soleggiato,9,primavera,19
scarpa da ginnastica,n,n,Chiaro,primavera_estate,soleggiato,26,estate,22
scarpa da ginnastica,n,y,Chiaro,all,nuvoloso,2,primavera,19
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,pioggia,-7,autunno,24
scarpa da ginnastica,n,y,scuro,estate,pioggia,18,estate,25
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,24,estate,18
scarpa classica,y,y,colorato,inverno,soleggiato,24,primavera,13
scarpa classica,n,y,Chiaro,autunno_inverno,soleggiato,27,estate,14
scarpe aperte,n,n,Chiaro,estate,pioggia,26,autunno,15
scarpa classica,n,y,colorato,all,soleggiato,6,inverno,18
scarpa classica,n,y,Chiaro,inverno,soleggiato,3,inverno,23
scarpe aperte,n,n,Chiaro,estate,pioggia,5,primavera,14
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,30,estate,9
scarpe aperte,n,n,Chiaro,estate,soleggiato,33,estate,25
anfibi,n,n,scuro,inverno,pioggia,15,primavera,24
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,3,inverno,19
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,9,inverno,18
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,31,estate,22
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,27,primavera,10
scarpa da ginnastica,n,n,Chiaro,primavera_estate,neve,-3,primavera,20
scarpe aperte,n,n,colorato,primavera_estate,pioggia,15,estate,18
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,3,inverno,21
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,pioggia,26,estate,18
scarpa classica,n,y,scuro,primavera_estate,pioggia,4,inverno,18
stivaletto alla caviglia,n,n,colorato,autunno_inverno,nuvoloso,4,inverno,17
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,17,primavera,24
scarpa da ginnastica,y,n,scuro,all,nuvoloso,1,inverno,19
scarpa da ginnastica,y,y,Chiaro,all,pioggia,31,estate,22
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,0,inverno,21
scarpa da ginnastica,n,n,scuro,estate,nuvoloso,6,inverno,13
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,3,inverno,16
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,16,primavera,25
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,8,inverno,13
anfibi,n,y,colorato,inverno,soleggiato,18,primavera,12
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,5,primavera,18
scarpa da ginnastica,y,n,Chiaro,all,pioggia,28,estate,22
scarpa classica,y,y,scuro,autunno_inverno,pioggia,13,inverno,26
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,10,autunno,22
scarpa classica,y,y,colorato,autunno_inverno,pioggia,24,estate,19
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,22,estate,21
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,33,estate,3
anfibi,y,y,Chiaro,autunno,pioggia,24,primavera,24
scarpa da ginnastica,y,y,colorato,inverno,pioggia,19,estate,20
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,14,inverno,29
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,16,autunno,28
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,23,primavera,10
scarpa da ginnastica,n,y,Chiaro,inverno,soleggiato,25,estate,13
scarpa da ginnastica,y,y,colorato,estate,pioggia,7,primavera,20
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,24,estate,24
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,-1,inverno,21
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,15,autunno,21
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,18,estate,21
scarpa da ginnastica,y,y,scuro,estate,pioggia,22,estate,26
scarpe aperte,n,n,scuro,primavera,nuvoloso,15,autunno,13
scarpa da ginnastica,n,n,scuro,estate,pioggia,22,autunno,20
scarpa da ginnastica,y,y,Chiaro,estate,neve,3,inverno,15
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,22,autunno,18
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,13,autunno,29
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,17,autunno,25
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,14,primavera,25
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,28,estate,23
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,25,estate,13
scarpe aperte,n,n,Chiaro,primavera_estate,soleggiato,26,primavera,23
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,15,inverno,25
anfibi,y,y,Chiaro,autunno,pioggia,9,autunno,30
anfibi,y,y,Chiaro,autunno,pioggia,24,autunno,28
scarpa classica,n,y,scuro,primavera_estate,pioggia,25,autunno,22
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,20,autunno,22
scarpa da ginnastica,y,y,scuro,estate,pioggia,13,autunno,17
scarpa da ginnastica,y,n,colorato,estate,nuvoloso,10,inverno,14
scarpa da ginnastica,y,n,colorato,estate,pioggia,12,inverno,17
anfibi,n,y,colorato,inverno,soleggiato,21,autunno,13
scarpe con tacchi,n,n,scuro,estate,soleggiato,34,estate,18
scarpa classica,y,y,scuro,inverno,pioggia,22,estate,18
scarpa classica,n,y,Chiaro,inverno,soleggiato,5,inverno,23
scarpa da ginnastica,n,y,scuro,autunno_inverno,soleggiato,4,inverno,21
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,2,inverno,14
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,18,primavera,20
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,20,autunno,12
scarpe con tacchi,n,n,Chiaro,estate,pioggia,14,autunno,15
scarpe aperte,n,n,scuro,estate,soleggiato,3,primavera,18
scarpa da ginnastica,n,n,scuro,estate,soleggiato,20,autunno,12
scarpa da ginnastica,n,n,Chiaro,all,nuvoloso,2,primavera,19
scarpe aperte,n,n,Chiaro,primavera,neve,0,inverno,13
scarpa da ginnastica,y,y,colorato,inverno,pioggia,33,estate,16
scarpa da ginnastica,n,n,colorato,all,nuvoloso,3,primavera,19
scarpe aperte,n,n,colorato,estate,pioggia,30,estate,21
scarpe aperte,n,n,colorato,primavera,soleggiato,4,inverno,17
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,8,primavera,19
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,19,autunno,25
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,21,autunno,18
scarpa classica,y,y,scuro,primavera_estate,soleggiato,33,estate,16
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,29,estate,24
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,25,autunno,21
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,23,estate,25
scarpa da ginnastica,n,y,Chiaro,inverno,pioggia,14,primavera,21
scarpe aperte,y,n,scuro,primavera,pioggia,8,autunno,13
scarpa da ginnastica,n,y,scuro,all,pioggia,21,estate,22
scarpa classica,y,n,colorato,all,neve,-2,inverno,22
scarpa da ginnastica,y,y,Chiaro,all,pioggia,15,primavera,22
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,14,primavera,25
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,10,autunno,22
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,11,autunno,29
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,15,primavera,20
scarpa classica,n,n,scuro,primavera_estate,soleggiato,10,inverno,15
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,30,estate,23
scarpa da ginnastica,y,y,Chiaro,all,pioggia,26,estate,22
scarpe con tacchi,y,n,colorato,inverno,nuvoloso,5,inverno,21
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,27,estate,15
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,23,estate,25
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,33,estate,12
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,7,inverno,17
scarpe aperte,n,n,scuro,primavera,pioggia,12,inverno,15
scarpa classica,n,y,scuro,autunno_inverno,nuvoloso,1,inverno,21
anfibi,y,y,Chiaro,autunno,soleggiato,8,primavera,14
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,19,estate,21
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,6,inverno,22
scarpa da ginnastica,n,y,Chiaro,all,soleggiato,25,autunno,19
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,-2,inverno,15
scarpa da ginnastica,y,y,scuro,all,pioggia,5,inverno,22
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,5,inverno,12
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,27,estate,25
scarpa da ginnastica,y,y,scuro,estate,pioggia,8,primavera,20
scarpe con tacchi,n,n,scuro,estate,soleggiato,4,inverno,12
scarpa da ginnastica,y,y,scuro,estate,pioggia,26,estate,27
scarpa da ginnastica,y,y,colorato,autunno_inverno,nuvoloso,20,primavera,15
scarpa da ginnastica,y,y,scuro,estate,pioggia,20,autunno,20
scarpa classica,y,n,scuro,autunno_inverno,soleggiato,8,primavera,17
scarpa da ginnastica,y,y,colorato,all,pioggia,20,primavera,22
scarpa classica,n,y,colorato,inverno,pioggia,26,estate,17
scarpa classica,n,n,Chiaro,autunno_inverno,pioggia,13,inverno,26
anfibi,n,y,Chiaro,inverno,pioggia,26,autunno,24
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,10,primavera,20
scarpa classica,n,y,scuro,primavera_estate,soleggiato,15,autunno,16
scarpa classica,n,y,colorato,primavera_estate,soleggiato,27,estate,21
scarpa da ginnastica,y,n,scuro,inverno,pioggia,16,autunno,24
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,24,primavera,23
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,10,primavera,23
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,15,primavera,27
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,1,inverno,15
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,7,autunno,29
stivaletto alla caviglia,y,n,scuro,inverno,nuvoloso,14,autunno,18
scarpa da ginnastica,n,y,scuro,autunno_inverno,soleggiato,22,autunno,14
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,24,estate,4
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,12,autunno,25
scarpa da ginnastica,y,n,colorato,estate,soleggiato,31,estate,24
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,26,estate,15
scarpa classica,n,n,colorato,autunno_inverno,pioggia,14,autunno,26
scarpa classica,n,y,scuro,primavera_estate,pioggia,12,inverno,20
scarpa da ginnastica,y,n,scuro,all,pioggia,16,autunno,22
scarpe con tacchi,n,n,colorato,primavera_estate,neve,2,inverno,12
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,2,inverno,17
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,24,estate,9
scarpa classica,n,n,colorato,primavera_estate,pioggia,27,estate,26
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,14,autunno,16
scarpa classica,n,y,colorato,all,pioggia,15,inverno,23
scarpa classica,n,y,colorato,inverno,soleggiato,15,autunno,20
scarpa classica,n,y,scuro,inverno,pioggia,30,estate,17
scarpa classica,n,y,scuro,all,soleggiato,9,primavera,18
scarpa da ginnastica,n,y,scuro,all,soleggiato,27,estate,14
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,2,autunno,14
scarpa classica,y,y,Chiaro,inverno,pioggia,3,inverno,28
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,21,autunno,19
scarpa da ginnastica,n,n,Chiaro,all,pioggia,27,autunno,22
scarpe con tacchi,n,n,Chiaro,autunno_inverno,pioggia,3,inverno,22
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,30,estate,11
scarpe aperte,n,n,scuro,estate,soleggiato,19,autunno,17
scarpe aperte,n,n,colorato,primavera_estate,soleggiato,8,primavera,19
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,8,primavera,20
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,28,estate,6
scarpa da ginnastica,n,y,colorato,inverno,soleggiato,28,estate,13
scarpa da ginnastica,n,n,Chiaro,estate,nuvoloso,5,primavera,17
scarpa da ginnastica,n,y,scuro,inverno,nuvoloso,13,inverno,24
scarpa da ginnastica,y,y,scuro,all,pioggia,31,estate,22
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,18,estate,27
scarpa classica,n,y,scuro,all,pioggia,18,estate,23
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,2,inverno,19
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,20,primavera,22
scarpa da ginnastica,y,n,scuro,estate,pioggia,13,primavera,21
scarpa da ginnastica,n,y,scuro,all,soleggiato,28,estate,14
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,5,inverno,14
scarpa da ginnastica,y,y,colorato,estate,pioggia,24,primavera,24
scarpa da ginnastica,y,y,scuro,autunno_inverno,neve,-6,autunno,23
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,29,estate,11
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,15,inverno,18
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,14,estate,27
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,31,estate,8
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,28,estate,8
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,27,estate,9
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,21,autunno,16
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,25,primavera,5
stivaletto alla caviglia,y,y,colorato,autunno_inverno,nuvoloso,22,primavera,11
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,14,autunno,19
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,17,autunno,20
stivaletto alla caviglia,y,n,scuro,autunno,nuvoloso,11,autunno,20
scarpa da ginnastica,y,y,colorato,estate,pioggia,9,primavera,20
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,27,estate,13
scarpa classica,y,y,scuro,inverno,pioggia,18,primavera,21
scarpe aperte,y,n,colorato,estate,soleggiato,30,estate,25
scarpe aperte,y,n,colorato,primavera,soleggiato,26,estate,21
scarpa da ginnastica,y,n,colorato,estate,pioggia,8,inverno,16
scarpa da ginnastica,y,y,scuro,estate,soleggiato,3,primavera,17
scarpe aperte,y,n,scuro,primavera,pioggia,15,estate,18
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,17,autunno,29
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,14,primavera,25
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,6,inverno,31
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,8,inverno,25
scarpa da ginnastica,n,n,scuro,inverno,pioggia,12,primavera,21
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,4,inverno,15
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,31,estate,9
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,21,autunno,28
scarpe aperte,n,n,Chiaro,estate,pioggia,10,inverno,11
scarpa da ginnastica,y,n,Chiaro,estate,pioggia,29,estate,27
scarpe aperte,y,n,Chiaro,primavera_estate,soleggiato,19,autunno,18
scarpe aperte,y,n,scuro,primavera,neve,-5,inverno,13
scarpa da ginnastica,y,n,colorato,inverno,pioggia,28,estate,16
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,21,autunno,17
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,13,autunno,19
scarpa classica,n,y,colorato,autunno_inverno,pioggia,25,estate,19
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,2,primavera,16
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,9,autunno,29
scarpa da ginnastica,y,n,Chiaro,inverno,nuvoloso,5,inverno,24
scarpe aperte,n,n,colorato,estate,soleggiato,13,inverno,15
scarpe aperte,n,n,colorato,estate,soleggiato,18,autunno,17
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,0,inverno,12
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,6,inverno,24
scarpa classica,y,n,scuro,primavera_estate,pioggia,24,estate,26
scarpa da ginnastica,y,n,colorato,all,soleggiato,27,estate,19
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,16,estate,27
scarpa classica,n,n,colorato,autunno_inverno,soleggiato,13,primavera,17
stivaletto alla caviglia,y,y,scuro,inverno,neve,-3,inverno,29
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,6,inverno,28
scarpa da ginnastica,y,y,colorato,all,nuvoloso,29,estate,19
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,1,inverno,26
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,21,primavera,9
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,6,inverno,31
scarpa classica,y,y,colorato,primavera_estate,soleggiato,16,autunno,16
scarpa classica,y,y,Chiaro,primavera_estate,pioggia,8,inverno,18
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,25,estate,5
scarpe aperte,n,n,colorato,primavera,pioggia,24,autunno,17
scarpe aperte,n,n,scuro,estate,soleggiato,-1,primavera,18
scarpa classica,y,y,Chiaro,autunno_inverno,soleggiato,22,autunno,18
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,26,estate,23
