Materiale,Colore,Lunghezza,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
cotone,scuro,corto,estate,pioggia,21.1,autunno,20
poliestere,scuro,corto,all,pioggia,14.9,autunno,17
cotone,colorato,corto,estate,soleggiato,23.25,estate,26
poliestere,colorato,corto,primavera_estate,soleggiato,3.1,primavera,18
poliestere,scuro,corto,all,soleggiato,0.75,primavera,16
poliestere,colorato,corto,estate,pioggia,12.15,estate,20
poliestere,colorato,corto,estate,nuvoloso,16.5,inverno,15
cotone,scuro,corto,all,pioggia,20.1,autunno,23
velluto,scuro,corto,autunno_inverno,pioggia,30.55,estate,19
cotone,scuro,corto,primavera_estate,soleggiato,8.25,inverno,14
poliestere,scuro,corto,all,nuvoloso,17.5,autunno,18
poliestere,colorato,corto,estate,pioggia,10.45,inverno,14
poliestere,scuro,corto,all,soleggiato,5.55,primavera,16
poliestere,scuro,corto,estate,pioggia,33.75,estate,25
cotone,colorato,corto,estate,nuvoloso,5.7,inverno,13
poliestere,scuro,corto,estate,pioggia,7.3,inverno,13
poliestere,colorato,corto,estate,neve,-0.1999999999999999,primavera,17
poliestere,scuro,corto,estate,soleggiato,27.8,estate,19
cotone,scuro,corto,all,pioggia,29.9,estate,26
poliestere,chiaro,corto,estate,soleggiato,19.4,estate,21
poliestere,colorato,corto,estate,neve,1.3,inverno,13
poliestere,chiaro,corto,all,soleggiato,28.6,estate,26
poliestere,scuro,corto,all,soleggiato,0.8999999999999999,inverno,16
poliestere,colorato,corto,estate,pioggia,14.3,autunno,14
poliestere,colorato,corto,estate,pioggia,15.25,primavera,19
poliestere,colorato,corto,all,soleggiato,16.4,autunno,18
cotone,chiaro,corto,all,pioggia,13.55,estate,18
poliestere,scuro,corto,primavera_estate,soleggiato,-8.149999999999999,inverno,14
poliestere,scuro,corto,estate,pioggia,32.3,estate,25
poliestere,colorato,corto,all,pioggia,18.05,autunno,18
poliestere,colorato,corto,estate,soleggiato,14.9,autunno,14
poliestere,colorato,corto,primavera_estate,soleggiato,18.1,autunno,16
poliestere,colorato,corto,estate,pioggia,15.5,primavera,19
poliestere,colorato,corto,estate,soleggiato,29.65,estate,24
poliestere,scuro,corto,estate,pioggia,4.6,inverno,13
poliestere,colorato,corto,estate,pioggia,15.4,estate,21
poliestere,colorato,corto,estate,pioggia,5.55,primavera,17
cotone,chiaro,corto,estate,pioggia,15.25,autunno,17
poliestere,colorato,corto,estate,soleggiato,20.4,primavera,21
poliestere,scuro,corto,estate,nuvoloso,25.25,autunno,18
poliestere,chiaro,corto,estate,pioggia,6.55,autunno,13
poliestere,colorato,corto,estate,soleggiato,16.9,autunno,15
poliestere,scuro,corto,all,pioggia,23.700000000000003,autunno,20
poliestere,scuro,corto,all,soleggiato,32.55,autunno,17
poliestere,colorato,corto,all,neve,-2.25,primavera,16
cotone,chiaro,corto,all,soleggiato,26.05,primavera,31
poliestere,scuro,corto,all,nuvoloso,2.9,inverno,16
poliestere,colorato,corto,all,pioggia,27.5,estate,21
cotone,scuro,corto,estate,pioggia,19.7,primavera,21
poliestere,scuro,corto,estate,soleggiato,-0.7,primavera,17
poliestere,colorato,corto,all,pioggia,4.55,primavera,16
cotone,scuro,corto,estate,soleggiato,23.35,primavera,19
poliestere,colorato,corto,all,pioggia,17.9,autunno,18
cotone,scuro,corto,all,soleggiato,4.7,inverno,16
poliestere,scuro,corto,all,soleggiato,7.85,primavera,16
poliestere,colorato,corto,primavera_estate,soleggiato,10.5,primavera,19
poliestere,colorato,corto,estate,soleggiato,17.85,primavera,19
cotone,scuro,corto,all,soleggiato,16.0,autunno,20
poliestere,scuro,corto,all,neve,-4.45,inverno,16
poliestere,colorato,corto,all,soleggiato,13.2,primavera,17
poliestere,scuro,corto,estate,soleggiato,-4.5,inverno,13
poliestere,scuro,corto,estate,pioggia,13.25,inverno,14
poliestere,colorato,corto,estate,pioggia,15.05,primavera,19
cotone,scuro,corto,estate,pioggia,11.25,primavera,19
cotone,chiaro,corto,estate,nuvoloso,25.4,autunno,23
cotone,colorato,corto,all,soleggiato,4.3,inverno,16
poliestere,scuro,corto,all,nuvoloso,-0.45,inverno,16
poliestere,colorato,corto,estate,pioggia,28.35,estate,24
poliestere,chiaro,corto,all,pioggia,15.8,primavera,18
poliestere,scuro,corto,all,soleggiato,30.2,estate,17
raso,chiaro,corto,primavera_estate,pioggia,15.45,primavera,16
poliestere,colorato,corto,estate,soleggiato,20.55,autunno,17
velluto,scuro,corto,autunno_inverno,pioggia,15.15,autunno,17
poliestere,chiaro,corto,estate,pioggia,10.3,autunno,14
poliestere,colorato,corto,primavera_estate,pioggia,25.4,estate,23
velluto,scuro,corto,autunno_inverno,pioggia,17.05,inverno,17
poliestere,colorato,corto,estate,pioggia,6.35,inverno,13
poliestere,scuro,corto,estate,soleggiato,23.85,estate,18
poliestere,colorato,corto,estate,nuvoloso,2.45,inverno,13
poliestere,colorato,corto,all,soleggiato,3.0,inverno,16
poliestere,colorato,corto,all,soleggiato,4.55,primavera,16
poliestere,colorato,corto,estate,soleggiato,15.1,autunno,15
cotone,scuro,corto,all,soleggiato,30.05,estate,22
poliestere,colorato,corto,all,soleggiato,13.8,autunno,17
poliestere,scuro,corto,all,soleggiato,10.65,primavera,17
poliestere,chiaro,corto,all,soleggiato,5.2,inverno,16
poliestere,scuro,corto,all,pioggia,28.85,estate,21
cotone,scuro,corto,all,soleggiato,27.55,estate,21
poliestere,colorato,corto,estate,soleggiato,0.8500000000000001,inverno,13
velluto,scuro,corto,autunno_inverno,pioggia,19.4,primavera,13
poliestere,scuro,corto,estate,soleggiato,11.05,primavera,18
poliestere,chiaro,corto,all,pioggia,29.9,estate,21
cotone,scuro,corto,estate,pioggia,29.6,estate,29
velluto,scuro,corto,all,pioggia,10.25,primavera,15
poliestere,chiaro,corto,primavera,soleggiato,17.2,primavera,21
poliestere,colorato,corto,estate,pioggia,10.85,inverno,14
cotone,colorato,corto,estate,soleggiato,-5.65,inverno,13
cotone,chiaro,corto,all,nuvoloso,16.35,autunno,20
poliestere,colorato,corto,estate,pioggia,27.45,estate,24
poliestere,chiaro,corto,estate,nuvoloso,3.25,inverno,13
poliestere,colorato,corto,primavera_estate,soleggiato,3.8,inverno,14
poliestere,chiaro,corto,estate,nuvoloso,-0.9499999999999996,inverno,13
poliestere,chiaro,corto,estate,soleggiato,7.75,inverno,13
poliestere,scuro,corto,all,nuvoloso,14.05,primavera,17
poliestere,chiaro,corto,all,pioggia,8.6,autunno,16
poliestere,scuro,corto,all,soleggiato,9.95,autunno,16
poliestere,scuro,corto,all,soleggiato,1.6,inverno,16
poliestere,scuro,corto,estate,soleggiato,19.4,autunno,15
cotone,colorato,corto,estate,pioggia,15.65,primavera,21
poliestere,scuro,corto,all,soleggiato,27.450000000000003,estate,16
poliestere,scuro,corto,estate,pioggia,16.4,estate,21
poliestere,scuro,corto,estate,pioggia,16.55,autunno,15
poliestere,colorato,corto,estate,pioggia,5.85,primavera,17
raso,chiaro,corto,primavera_estate,soleggiato,24.8,estate,26
poliestere,colorato,corto,estate,pioggia,13.45,autunno,14
poliestere,chiaro,corto,all,soleggiato,22.35,primavera,25
poliestere,chiaro,corto,estate,pioggia,16.35,estate,21
poliestere,scuro,corto,estate,pioggia,12.2,primavera,18
cotone,chiaro,corto,all,soleggiato,7.55,primavera,16
poliestere,scuro,corto,all,soleggiato,34.7,autunno,17
poliestere,colorato,corto,estate,soleggiato,20.1,estate,23
poliestere,scuro,corto,estate,soleggiato,18.95,autunno,15
cotone,chiaro,corto,all,soleggiato,35.05,estate,32
cotone,chiaro,corto,all,soleggiato,18.5,estate,20
poliestere,colorato,corto,primavera_estate,pioggia,25.45,autunno,19
poliestere,colorato,corto,estate,soleggiato,14.05,primavera,18
poliestere,scuro,corto,autunno_inverno,pioggia,5.1,inverno,18
poliestere,colorato,corto,all,pioggia,14.0,primavera,17
cotone,colorato,corto,estate,soleggiato,2.15,primavera,17
velluto,scuro,corto,autunno_inverno,pioggia,25.15,estate,17
poliestere,scuro,corto,estate,pioggia,10.45,autunno,14
poliestere,scuro,corto,all,soleggiato,5.800000000000001,inverno,16
raso,scuro,corto,all,nuvoloso,0.1,inverno,9
poliestere,chiaro,corto,estate,nuvoloso,19.6,autunno,15
cotone,colorato,corto,estate,soleggiato,31.0,estate,30
cotone,scuro,corto,autunno_inverno,nuvoloso,16.35,autunno,22
poliestere,scuro,corto,estate,pioggia,18.45,primavera,19
cotone,scuro,corto,estate,pioggia,29.5,autunno,23
poliestere,scuro,corto,all,soleggiato,15.1,autunno,18
poliestere,scuro,corto,estate,neve,-5.5,inverno,13
poliestere,colorato,corto,estate,pioggia,14.75,primavera,18
cotone,colorato,corto,estate,pioggia,13.0,autunno,15
cotone,colorato,corto,estate,nuvoloso,20.65,autunno,20
poliestere,scuro,corto,estate,pioggia,22.7,primavera,21
poliestere,scuro,corto,estate,nuvoloso,26.1,primavera,22
poliestere,scuro,corto,estate,soleggiato,24.55,estate,18
poliestere,scuro,corto,all,pioggia,25.1,estate,21
poliestere,colorato,corto,estate,soleggiato,20.2,autunno,17
poliestere,colorato,corto,estate,soleggiato,3.8,inverno,13
poliestere,scuro,corto,all,soleggiato,1.7,inverno,16
poliestere,scuro,corto,autunno_inverno,pioggia,23.4,autunno,22
cotone,colorato,corto,autunno_inverno,soleggiato,4.25,autunno,18
poliestere,colorato,corto,estate,soleggiato,25.35,estate,24
poliestere,colorato,corto,estate,soleggiato,8.9,inverno,13
poliestere,colorato,corto,estate,pioggia,19.9,primavera,19
poliestere,colorato,corto,primavera_estate,pioggia,4.7,autunno,14
poliestere,colorato,corto,estate,soleggiato,22.9,primavera,21
poliestere,scuro,corto,all,pioggia,9.6,primavera,16
poliestere,colorato,corto,all,pioggia,24.2,estate,20
poliestere,colorato,corto,estate,pioggia,1.3,inverno,13
poliestere,scuro,corto,estate,nuvoloso,1.4,inverno,13
poliestere,scuro,corto,all,soleggiato,8.15,inverno,16
poliestere,scuro,corto,all,pioggia,5.05,inverno,16
poliestere,scuro,corto,autunno,pioggia,17.549999999999997,autunno,21
cotone,scuro,corto,primavera_estate,pioggia,26.9,autunno,24
poliestere,chiaro,corto,all,soleggiato,27.7,estate,26
poliestere,scuro,corto,estate,soleggiato,10.8,autunno,14
poliestere,scuro,corto,all,pioggia,14.1,autunno,17
poliestere,chiaro,corto,estate,pioggia,6.449999999999999,primavera,17
poliestere,scuro,corto,estate,pioggia,31.05,estate,25
velluto,scuro,corto,autunno_inverno,soleggiato,28.7,estate,12
cotone,colorato,corto,estate,pioggia,30.25,estate,30
cotone,colorato,corto,estate,pioggia,3.0,autunno,13
poliestere,scuro,corto,estate,pioggia,19.25,autunno,15
cotone,scuro,corto,estate,soleggiato,8.95,inverno,13
poliestere,scuro,corto,estate,soleggiato,30.9,estate,20
cotone,scuro,corto,estate,soleggiato,27.8,estate,24
cotone,colorato,corto,all,pioggia,20.35,estate,23
poliestere,scuro,corto,autunno_inverno,nuvoloso,18.85,autunno,20
poliestere,scuro,corto,estate,pioggia,29.55,estate,24
poliestere,chiaro,corto,autunno_inverno,neve,2.25,inverno,18
velluto,scuro,corto,autunno_inverno,pioggia,19.0,estate,13
poliestere,scuro,corto,primavera_estate,soleggiato,21.45,estate,17
cotone,colorato,corto,estate,pioggia,17.299999999999997,autunno,17
poliestere,colorato,corto,estate,soleggiato,20.1,autunno,17
poliestere,colorato,corto,estate,pioggia,29.700000000000003,estate,24
poliestere,scuro,corto,all,pioggia,13.45,primavera,17
cotone,chiaro,corto,estate,pioggia,10.6,autunno,15
poliestere,colorato,corto,estate,pioggia,11.85,primavera,18
cotone,scuro,corto,estate,pioggia,27.450000000000003,estate,29
poliestere,scuro,corto,estate,nuvoloso,18.4,primavera,19
poliestere,colorato,corto,all,soleggiato,4.95,inverno,16
poliestere,scuro,corto,autunno,soleggiato,26.4,estate,15
raso,colorato,corto,estate,nuvoloso,12.65,autunno,9
poliestere,chiaro,corto,estate,pioggia,13.9,primavera,18
cotone,scuro,corto,all,nuvoloso,28.65,estate,26
poliestere,scuro,corto,all,pioggia,28.1,estate,21
poliestere,colorato,corto,all,pioggia,28.6,estate,21
poliestere,scuro,corto,estate,nuvoloso,30.1,estate,25
poliestere,chiaro,corto,estate,pioggia,11.6,autunno,14
poliestere,scuro,corto,all,pioggia,2.1,inverno,16
velluto,scuro,corto,autunno_inverno,soleggiato,4.3500000000000005,inverno,19
poliestere,scuro,corto,all,pioggia,14.4,autunno,17
cotone,scuro,corto,estate,soleggiato,5.0,inverno,13
poliestere,chiaro,corto,all,soleggiato,28.8,estate,26
poliestere,scuro,corto,estate,soleggiato,16.8,autunno,15
poliestere,chiaro,corto,all,pioggia,14.95,autunno,17
cotone,colorato,corto,all,nuvoloso,24.7,estate,23
cotone,scuro,corto,estate,pioggia,17.4,primavera,21
poliestere,colorato,corto,all,nuvoloso,22.15,primavera,20
poliestere,scuro,corto,estate,soleggiato,14.05,primavera,18
poliestere,scuro,corto,estate,pioggia,18.35,primavera,19
cotone,colorato,corto,estate,nuvoloso,17.1,inverno,17
poliestere,scuro,corto,estate,soleggiato,32.35,estate,20
poliestere,colorato,corto,all,soleggiato,28.0,estate,21
poliestere,scuro,corto,all,pioggia,16.25,primavera,18
poliestere,colorato,corto,all,pioggia,7.75,autunno,16
raso,colorato,corto,estate,nuvoloso,-2.75,primavera,10
poliestere,colorato,corto,estate,soleggiato,27.9,estate,24
poliestere,scuro,corto,estate,soleggiato,23.85,primavera,16
poliestere,scuro,corto,estate,pioggia,26.5,autunno,18
poliestere,scuro,corto,estate,pioggia,8.45,primavera,17
poliestere,scuro,corto,all,soleggiato,32.85,estate,17
poliestere,colorato,corto,all,soleggiato,8.5,inverno,16
poliestere,scuro,corto,estate,soleggiato,6.45,inverno,13
poliestere,colorato,corto,autunno,pioggia,4.95,inverno,17
poliestere,scuro,corto,all,soleggiato,26.85,estate,16
poliestere,colorato,corto,estate,soleggiato,26.35,autunno,18
poliestere,scuro,corto,all,soleggiato,25.8,estate,16
poliestere,colorato,corto,all,nuvoloso,4.55,primavera,16
cotone,colorato,corto,estate,pioggia,0.3,inverno,13
poliestere,scuro,corto,all,pioggia,14.9,primavera,17
poliestere,chiaro,corto,estate,soleggiato,13.7,primavera,18
cotone,colorato,corto,estate,soleggiato,30.05,estate,30
poliestere,scuro,corto,all,soleggiato,21.15,primavera,15
poliestere,colorato,corto,estate,pioggia,12.9,primavera,18
poliestere,scuro,corto,estate,pioggia,31.3,estate,25
poliestere,colorato,corto,estate,soleggiato,10.05,primavera,18
poliestere,scuro,corto,estate,pioggia,12.3,primavera,18
poliestere,scuro,corto,all,pioggia,22.6,primavera,20
cotone,colorato,corto,estate,nuvoloso,10.4,autunno,15
poliestere,scuro,corto,autunno_inverno,nuvoloso,6.25,inverno,18
cotone,scuro,corto,all,soleggiato,32.9,estate,22
poliestere,scuro,corto,estate,soleggiato,5.55,inverno,13
cotone,scuro,corto,all,pioggia,31.7,estate,27
poliestere,colorato,corto,estate,pioggia,2.8000000000000003,primavera,17
poliestere,scuro,corto,all,pioggia,29.450000000000003,autunno,21
poliestere,colorato,corto,all,pioggia,28.4,estate,21
poliestere,colorato,corto,estate,soleggiato,30.6,estate,25
poliestere,chiaro,corto,all,soleggiato,27.25,estate,26
poliestere,chiaro,corto,estate,pioggia,28.7,estate,24
poliestere,chiaro,corto,estate,pioggia,31.3,estate,25
poliestere,colorato,corto,estate,pioggia,5.05,inverno,13
poliestere,scuro,corto,all,pioggia,14.95,autunno,17
poliestere,scuro,corto,primavera_estate,nuvoloso,23.700000000000003,autunno,18
poliestere,scuro,corto,all,soleggiato,26.2,estate,16
poliestere,colorato,corto,all,soleggiato,23.3,estate,20
poliestere,colorato,corto,estate,pioggia,2.8500000000000005,primavera,17
cotone,chiaro,corto,estate,nuvoloso,18.65,primavera,21
poliestere,chiaro,corto,estate,soleggiato,-2.2,primavera,17
poliestere,colorato,corto,estate,soleggiato,19.05,autunno,15
cotone,chiaro,corto,all,pioggia,8.3,primavera,16
poliestere,colorato,corto,all,pioggia,15.35,primavera,18
poliestere,colorato,corto,estate,soleggiato,32.5,estate,25
poliestere,chiaro,corto,estate,pioggia,23.75,autunno,17
poliestere,chiaro,corto,estate,pioggia,9.55,autunno,13
raso,scuro,corto,all,pioggia,5.35,inverno,10
poliestere,colorato,corto,all,pioggia,26.0,estate,21
poliestere,scuro,corto,all,pioggia,29.700000000000003,estate,21
poliestere,scuro,corto,all,soleggiato,27.0,primavera,16
poliestere,colorato,corto,estate,soleggiato,32.85,estate,25
poliestere,scuro,corto,all,pioggia,8.4,inverno,16
raso,scuro,corto,primavera_estate,soleggiato,14.95,primavera,14
velluto,colorato,corto,autunno_inverno,soleggiato,15.45,primavera,13
poliestere,scuro,corto,all,pioggia,26.7,estate,21
cotone,scuro,corto,estate,pioggia,26.200000000000003,estate,29
velluto,scuro,corto,all,soleggiato,2.4000000000000004,inverno,17
poliestere,scuro,corto,estate,soleggiato,27.3,estate,19
poliestere,colorato,corto,primavera_estate,soleggiato,20.5,autunno,18
cotone,scuro,corto,estate,soleggiato,21.55,primavera,19
poliestere,colorato,corto,estate,pioggia,12.15,autunno,14
poliestere,colorato,corto,estate,pioggia,19.45,autunno,15
poliestere,scuro,corto,estate,nuvoloso,2.4000000000000004,inverno,13
velluto,scuro,corto,autunno_inverno,pioggia,14.3,autunno,17
cotone,scuro,corto,autunno_inverno,soleggiato,20.05,autunno,20
poliestere,colorato,corto,estate,soleggiato,1.15,inverno,13
poliestere,scuro,corto,estate,pioggia,30.0,estate,25
seta,scuro,corto,all,soleggiato,28.8,estate,19
poliestere,colorato,corto,primavera_estate,pioggia,26.25,autunno,19
cotone,chiaro,corto,estate,pioggia,14.3,primavera,19
poliestere,colorato,corto,all,nuvoloso,9.05,inverno,16
poliestere,scuro,corto,all,soleggiato,13.75,primavera,17
poliestere,colorato,corto,estate,soleggiato,36.3,estate,25
poliestere,scuro,corto,autunno,pioggia,22.6,autunno,23
poliestere,colorato,corto,all,pioggia,13.25,autunno,17
poliestere,colorato,corto,all,soleggiato,0.0,inverno,16
poliestere,colorato,corto,all,soleggiato,18.9,primavera,18
cotone,chiaro,corto,autunno_inverno,pioggia,20.2,estate,21
poliestere,colorato,corto,all,pioggia,29.5,estate,21
poliestere,scuro,corto,all,nuvoloso,0.8999999999999999,inverno,16
poliestere,colorato,corto,estate,soleggiato,25.55,primavera,22
poliestere,colorato,corto,estate,soleggiato,24.8,autunno,17
poliestere,colorato,corto,primavera,pioggia,11.9,autunno,16
poliestere,scuro,corto,estate,soleggiato,-0.2000000000000001,inverno,13
poliestere,scuro,corto,all,soleggiato,33.15,estate,17
poliestere,colorato,corto,primavera_estate,soleggiato,3.85,primavera,18
poliestere,scuro,corto,estate,soleggiato,10.4,primavera,18
poliestere,scuro,corto,primavera_estate,soleggiato,6.05,inverno,14
poliestere,chiaro,corto,estate,nuvoloso,24.5,estate,23
poliestere,colorato,corto,primavera_estate,soleggiato,30.0,estate,24
poliestere,colorato,corto,estate,soleggiato,17.25,autunno,15
poliestere,chiaro,corto,all,pioggia,19.700000000000003,autunno,18
poliestere,scuro,corto,estate,soleggiato,5.800000000000001,inverno,13
poliestere,colorato,corto,estate,nuvoloso,-0.5,inverno,13
poliestere,scuro,corto,all,pioggia,27.4,estate,21
poliestere,scuro,corto,all,nuvoloso,6.45,inverno,16
poliestere,scuro,corto,estate,neve,3.3000000000000003,inverno,13
cotone,chiaro,corto,all,pioggia,15.2,primavera,20
poliestere,colorato,corto,primavera_estate,pioggia,30.05,estate,24
poliestere,colorato,corto,estate,pioggia,20.25,estate,23
poliestere,scuro,corto,estate,soleggiato,19.05,autunno,15
poliestere,colorato,corto,primavera_estate,pioggia,13.95,estate,19
cotone,scuro,corto,estate,soleggiato,5.45,inverno,13
poliestere,scuro,corto,all,pioggia,17.7,autunno,18
poliestere,scuro,corto,estate,neve,7.65,primavera,17
poliestere,colorato,corto,estate,pioggia,9.5,autunno,13
cotone,chiaro,corto,all,pioggia,17.4,autunno,20
poliestere,scuro,corto,estate,pioggia,27.3,estate,24
velluto,scuro,corto,autunno_inverno,pioggia,8.9,autunno,18
poliestere,scuro,corto,all,pioggia,22.9,estate,20
poliestere,colorato,corto,estate,nuvoloso,20.450000000000003,primavera,21
poliestere,colorato,corto,primavera_estate,soleggiato,26.8,estate,23
poliestere,colorato,corto,estate,neve,-3.5,inverno,13
poliestere,colorato,corto,all,soleggiato,17.8,autunno,18
poliestere,scuro,corto,all,soleggiato,27.950000000000003,estate,16
poliestere,scuro,corto,all,pioggia,26.450000000000003,estate,21
poliestere,colorato,corto,estate,nuvoloso,20.75,primavera,21
poliestere,scuro,corto,all,soleggiato,18.95,autunno,18
poliestere,scuro,corto,estate,pioggia,13.5,primavera,18
poliestere,colorato,corto,estate,soleggiato,17.85,autunno,15
poliestere,colorato,corto,estate,pioggia,8.7,primavera,17
poliestere,scuro,corto,estate,pioggia,13.15,autunno,14
poliestere,chiaro,corto,estate,pioggia,24.0,primavera,21
poliestere,colorato,corto,primavera,neve,-1.8000000000000005,autunno,15
poliestere,scuro,corto,all,soleggiato,13.45,primavera,17
poliestere,scuro,corto,estate,pioggia,27.3,autunno,18
poliestere,scuro,corto,all,pioggia,3.75,primavera,16
raso,scuro,corto,all,soleggiato,18.950000000000003,autunno,14
poliestere,scuro,corto,all,pioggia,15.85,primavera,18
poliestere,colorato,corto,autunno_inverno,soleggiato,27.0,estate,19
poliestere,scuro,corto,all,soleggiato,29.45,estate,16
cotone,scuro,corto,estate,pioggia,7.45,primavera,17
poliestere,colorato,corto,primavera_estate,pioggia,4.15,autunno,14
poliestere,scuro,corto,estate,soleggiato,0.1999999999999999,primavera,17
poliestere,chiaro,corto,estate,pioggia,7.5,primavera,17
poliestere,colorato,corto,primavera_estate,pioggia,26.9,estate,23
poliestere,colorato,corto,primavera_estate,pioggia,4.0,inverno,14
cotone,scuro,corto,all,nuvoloso,3.45,inverno,16
velluto,scuro,corto,all,pioggia,14.95,primavera,15
cotone,colorato,corto,autunno_inverno,soleggiato,9.25,primavera,14
poliestere,scuro,corto,autunno,pioggia,14.25,primavera,16
poliestere,colorato,corto,estate,pioggia,7.949999999999999,autunno,13
cotone,scuro,corto,all,pioggia,23.35,estate,23
cotone,scuro,corto,all,soleggiato,17.2,autunno,20
poliestere,chiaro,corto,estate,pioggia,5.85,inverno,13
poliestere,chiaro,corto,all,soleggiato,25.55,primavera,26
poliestere,colorato,corto,estate,nuvoloso,7.7,inverno,13
poliestere,colorato,corto,all,soleggiato,3.0,inverno,16
cotone,colorato,corto,estate,nuvoloso,2.45,inverno,13
poliestere,scuro,corto,all,pioggia,5.4,autunno,16
poliestere,chiaro,corto,all,pioggia,28.1,estate,21
seta,scuro,corto,all,soleggiato,9.25,primavera,12
poliestere,scuro,corto,all,pioggia,25.3,estate,21
poliestere,scuro,corto,estate,soleggiato,20.25,autunno,12
poliestere,chiaro,corto,estate,nuvoloso,8.1,inverno,13
poliestere,colorato,corto,estate,pioggia,25.85,estate,24
poliestere,scuro,corto,primavera_estate,nuvoloso,-0.1,inverno,14
poliestere,colorato,corto,estate,pioggia,25.9,estate,24
cotone,scuro,corto,estate,pioggia,11.95,autunno,15
cotone,colorato,corto,estate,neve,6.15,primavera,17
poliestere,scuro,corto,estate,neve,10.55,autunno,14
poliestere,scuro,corto,estate,pioggia,7.05,autunno,13
poliestere,scuro,corto,estate,soleggiato,0.9500000000000002,primavera,17
cotone,scuro,corto,all,soleggiato,11.2,primavera,18
poliestere,scuro,corto,estate,pioggia,9.6,inverno,13
poliestere,scuro,corto,all,nuvoloso,3.65,autunno,16
poliestere,chiaro,corto,estate,pioggia,24.6,primavera,21
poliestere,colorato,corto,all,soleggiato,5.949999999999999,inverno,16
poliestere,scuro,corto,all,pioggia,9.1,primavera,16
cotone,scuro,corto,estate,pioggia,5.0,primavera,17
poliestere,scuro,corto,estate,nuvoloso,3.8,inverno,13
poliestere,colorato,corto,all,soleggiato,10.0,primavera,17
poliestere,colorato,corto,estate,soleggiato,11.0,inverno,14
poliestere,colorato,corto,estate,soleggiato,8.7,autunno,13
poliestere,chiaro,corto,estate,nuvoloso,1.7499999999999998,inverno,13
poliestere,scuro,corto,primavera_estate,pioggia,2.1,inverno,14
poliestere,scuro,corto,all,pioggia,21.1,estate,20
poliestere,scuro,corto,estate,nuvoloso,19.7,autunno,15
poliestere,colorato,corto,primavera_estate,nuvoloso,17.1,autunno,16
poliestere,scuro,corto,all,pioggia,14.7,autunno,17
cotone,scuro,corto,estate,pioggia,11.75,inverno,15
poliestere,colorato,corto,all,nuvoloso,0.6500000000000004,inverno,16
poliestere,scuro,corto,estate,neve,10.15,autunno,14
poliestere,scuro,corto,estate,pioggia,10.8,inverno,14
cotone,scuro,corto,all,pioggia,8.65,inverno,16
poliestere,scuro,corto,all,soleggiato,31.0,estate,17
velluto,scuro,corto,autunno_inverno,soleggiato,23.85,estate,10
poliestere,colorato,corto,estate,pioggia,31.3,estate,25
poliestere,colorato,corto,estate,pioggia,4.9,autunno,13
poliestere,scuro,corto,estate,nuvoloso,21.35,autunno,17
poliestere,colorato,corto,estate,nuvoloso,14.8,autunno,14
poliestere,scuro,corto,primavera_estate,pioggia,19.700000000000003,estate,20
poliestere,scuro,corto,all,soleggiato,21.15,autunno,15
poliestere,chiaro,corto,all,pioggia,9.25,primavera,16
poliestere,scuro,corto,estate,neve,-7.300000000000001,primavera,17
raso,colorato,corto,all,pioggia,5.5,inverno,10
cotone,colorato,corto,all,soleggiato,5.300000000000001,inverno,16
poliestere,scuro,corto,autunno_inverno,soleggiato,28.35,estate,14
poliestere,scuro,corto,estate,soleggiato,20.75,estate,18
velluto,colorato,corto,autunno_inverno,pioggia,17.95,autunno,17
poliestere,scuro,corto,estate,soleggiato,26.55,estate,19
cotone,chiaro,corto,estate,soleggiato,18.4,estate,23
cotone,scuro,corto,estate,pioggia,19.45,primavera,21
poliestere,colorato,corto,estate,soleggiato,13.25,primavera,18
poliestere,scuro,corto,estate,nuvoloso,4.5,autunno,13
poliestere,chiaro,corto,primavera_estate,nuvoloso,27.3,autunno,19
poliestere,chiaro,corto,estate,pioggia,3.4,primavera,17
poliestere,scuro,corto,all,soleggiato,21.2,estate,15
poliestere,scuro,corto,all,pioggia,16.15,autunno,18
poliestere,scuro,corto,autunno,neve,3.4,autunno,19
poliestere,colorato,corto,all,soleggiato,2.95,inverno,16
poliestere,scuro,corto,all,pioggia,24.85,estate,20
poliestere,scuro,corto,estate,soleggiato,9.95,inverno,13
poliestere,colorato,corto,estate,soleggiato,15.1,autunno,15
poliestere,scuro,corto,estate,pioggia,3.2,inverno,13
cotone,scuro,corto,all,soleggiato,28.5,estate,21
poliestere,scuro,corto,estate,nuvoloso,8.899999999999999,primavera,17
cotone,scuro,corto,all,soleggiato,17.3,autunno,20
poliestere,scuro,corto,all,pioggia,27.6,estate,21
velluto,scuro,corto,autunno_inverno,soleggiato,11.95,autunno,17
velluto,scuro,corto,autunno_inverno,soleggiato,8.6,primavera,14
poliestere,scuro,corto,all,pioggia,10.4,autunno,17
cotone,chiaro,corto,all,pioggia,7.300000000000001,primavera,16
poliestere,colorato,corto,all,nuvoloso,11.3,inverno,17
cotone,colorato,corto,estate,soleggiato,31.55,estate,30
poliestere,chiaro,corto,all,soleggiato,22.1,estate,25
poliestere,colorato,corto,estate,pioggia,8.05,primavera,17
cotone,scuro,corto,all,pioggia,14.7,primavera,18
poliestere,scuro,corto,all,pioggia,8.8,autunno,16
cotone,colorato,corto,all,soleggiato,15.05,autunno,20
poliestere,colorato,corto,estate,nuvoloso,10.15,inverno,14
