Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
poliestere,colorato,corto,all,2022-04-29,soleggiato,13.2,primavera,aprile
poliestere,scuro,corto,estate,2022-12-20,soleggiato,-4.5,inverno,dicembre
poliestere,scuro,corto,estate,2022-12-22,pioggia,13.25,inverno,dicembre
poliestere,colorato,corto,estate,2022-05-01,pioggia,15.05,primavera,maggio
cotone,scuro,corto,estate,2022-04-25,pioggia,11.25,primavera,aprile
cotone,chiaro,corto,estate,2022-09-15,nuvoloso,25.4,autunno,settembre
cotone,colorato,corto,all,2022-02-10,soleggiato,4.3,inverno,febbraio
poliestere,scuro,corto,all,2022-12-14,nuvoloso,-0.45,inverno,dicembre
poliestere,colorato,corto,estate,2022-07-30,pioggia,28.35,estate,luglio
poliestere,chiaro,corto,all,2022-05-07,pioggia,15.8,primavera,maggio
poliestere,scuro,corto,all,2022-07-02,soleggiato,30.2,estate,luglio
raso,chiaro,corto,primavera_estate,2022-04-08,pioggia,15.45,primavera,aprile
poliestere,colorato,corto,estate,2022-10-11,soleggiato,20.55,autunno,ottobre
velluto,scuro,corto,autunno_inverno,2022-09-04,pioggia,15.15,autunno,settembre
poliestere,chiaro,corto,estate,2022-11-22,pioggia,10.3,autunno,novembre
poliestere,colorato,corto,primavera_estate,2022-08-07,pioggia,25.4,estate,agosto
velluto,scuro,corto,autunno_inverno,2022-12-16,pioggia,17.05,inverno,dicembre
poliestere,colorato,corto,estate,2022-01-20,pioggia,6.35,inverno,gennaio
poliestere,scuro,corto,estate,2022-06-19,soleggiato,23.85,estate,giugno
poliestere,colorato,corto,estate,2022-12-19,nuvoloso,2.45,inverno,dicembre
poliestere,colorato,corto,all,2022-02-08,soleggiato,3.0,inverno,febbraio
poliestere,colorato,corto,all,2022-03-03,soleggiato,4.55,primavera,marzo
poliestere,colorato,corto,estate,2022-09-20,soleggiato,15.1,autunno,settembre
cotone,scuro,corto,all,2022-07-17,soleggiato,30.05,estate,luglio
poliestere,colorato,corto,all,2022-10-19,soleggiato,13.8,autunno,ottobre
poliestere,scuro,corto,all,2022-03-29,soleggiato,10.65,primavera,marzo
poliestere,chiaro,corto,all,2022-02-10,soleggiato,5.2,inverno,febbraio
poliestere,scuro,corto,all,2022-08-10,pioggia,28.85,estate,agosto
cotone,scuro,corto,all,2022-06-11,soleggiato,27.55,estate,giugno
poliestere,colorato,corto,estate,2022-02-13,soleggiato,0.8500000000000001,inverno,febbraio
velluto,scuro,corto,autunno_inverno,2022-05-11,pioggia,19.4,primavera,maggio
poliestere,scuro,corto,estate,2022-04-18,soleggiato,11.05,primavera,aprile
poliestere,chiaro,corto,all,2022-06-17,pioggia,29.9,estate,giugno
cotone,scuro,corto,estate,2022-06-17,pioggia,29.6,estate,giugno
velluto,scuro,corto,all,2022-04-19,pioggia,10.25,primavera,aprile
poliestere,chiaro,corto,primavera,2022-04-15,soleggiato,17.2,primavera,aprile
poliestere,colorato,corto,estate,2022-02-19,pioggia,10.85,inverno,febbraio
cotone,colorato,corto,estate,2022-01-11,soleggiato,-5.65,inverno,gennaio
cotone,chiaro,corto,all,2022-10-15,nuvoloso,16.35,autunno,ottobre
poliestere,colorato,corto,estate,2022-07-07,pioggia,27.45,estate,luglio
poliestere,chiaro,corto,estate,2022-01-02,nuvoloso,3.25,inverno,gennaio
poliestere,colorato,corto,primavera_estate,2022-01-15,soleggiato,3.8,inverno,gennaio
poliestere,chiaro,corto,estate,2022-02-14,nuvoloso,-0.9499999999999996,inverno,febbraio
poliestere,chiaro,corto,estate,2022-02-24,soleggiato,7.75,inverno,febbraio
poliestere,scuro,corto,all,2022-04-08,nuvoloso,14.05,primavera,aprile
poliestere,chiaro,corto,all,2022-11-26,pioggia,8.6,autunno,novembre
poliestere,scuro,corto,all,2022-10-28,soleggiato,9.95,autunno,ottobre
poliestere,scuro,corto,all,2022-01-14,soleggiato,1.6,inverno,gennaio
poliestere,scuro,corto,estate,2022-10-29,soleggiato,19.4,autunno,ottobre
cotone,colorato,corto,estate,2022-04-25,pioggia,15.65,primavera,aprile
poliestere,scuro,corto,all,2022-08-10,soleggiato,27.450000000000003,estate,agosto
poliestere,scuro,corto,estate,2022-07-10,pioggia,16.4,estate,luglio
poliestere,scuro,corto,estate,2022-10-21,pioggia,16.55,autunno,ottobre
poliestere,colorato,corto,estate,2022-04-03,pioggia,5.85,primavera,aprile
raso,chiaro,corto,primavera_estate,2022-08-14,soleggiato,24.8,estate,agosto
poliestere,colorato,corto,estate,2022-11-12,pioggia,13.45,autunno,novembre
poliestere,chiaro,corto,all,2022-05-13,soleggiato,22.35,primavera,maggio
poliestere,chiaro,corto,estate,2022-06-12,pioggia,16.35,estate,giugno
poliestere,scuro,corto,estate,2022-05-05,pioggia,12.2,primavera,maggio
cotone,chiaro,corto,all,2022-03-27,soleggiato,7.55,primavera,marzo
poliestere,scuro,corto,all,2022-09-06,soleggiato,34.7,autunno,settembre
poliestere,colorato,corto,estate,2022-08-30,soleggiato,20.1,estate,agosto
poliestere,scuro,corto,estate,2022-10-03,soleggiato,18.95,autunno,ottobre
cotone,chiaro,corto,all,2022-08-04,soleggiato,35.05,estate,agosto
cotone,chiaro,corto,all,2022-06-18,soleggiato,18.5,estate,giugno
poliestere,colorato,corto,primavera_estate,2022-09-07,pioggia,25.45,autunno,settembre
poliestere,colorato,corto,estate,2022-04-26,soleggiato,14.05,primavera,aprile
poliestere,scuro,corto,autunno_inverno,2022-12-03,pioggia,5.1,inverno,dicembre
poliestere,colorato,corto,all,2022-03-18,pioggia,14.0,primavera,marzo
cotone,colorato,corto,estate,2022-03-02,soleggiato,2.15,primavera,marzo
velluto,scuro,corto,autunno_inverno,2022-06-23,pioggia,25.15,estate,giugno
poliestere,scuro,corto,estate,2022-11-18,pioggia,10.45,autunno,novembre
poliestere,scuro,corto,all,2022-01-30,soleggiato,5.800000000000001,inverno,gennaio
raso,scuro,corto,all,2022-01-27,nuvoloso,0.1,inverno,gennaio
poliestere,chiaro,corto,estate,2022-10-16,nuvoloso,19.6,autunno,ottobre
cotone,colorato,corto,estate,2022-06-21,soleggiato,31.0,estate,giugno
cotone,scuro,corto,autunno_inverno,2022-10-16,nuvoloso,16.35,autunno,ottobre
poliestere,scuro,corto,estate,2022-05-17,pioggia,18.45,primavera,maggio
cotone,scuro,corto,estate,2022-09-07,pioggia,29.5,autunno,settembre
poliestere,scuro,corto,all,2022-11-07,soleggiato,15.1,autunno,novembre
poliestere,scuro,corto,estate,2022-12-15,neve,-5.5,inverno,dicembre
poliestere,colorato,corto,estate,2022-04-24,pioggia,14.75,primavera,aprile
cotone,colorato,corto,estate,2022-11-20,pioggia,13.0,autunno,novembre
cotone,colorato,corto,estate,2022-10-16,nuvoloso,20.65,autunno,ottobre
poliestere,scuro,corto,estate,2022-05-27,pioggia,22.7,primavera,maggio
poliestere,scuro,corto,estate,2022-05-31,nuvoloso,26.1,primavera,maggio
poliestere,scuro,corto,estate,2022-06-04,soleggiato,24.55,estate,giugno
poliestere,scuro,corto,all,2022-08-24,pioggia,25.1,estate,agosto
poliestere,colorato,corto,estate,2022-10-28,soleggiato,20.2,autunno,ottobre
poliestere,colorato,corto,estate,2022-01-28,soleggiato,3.8,inverno,gennaio
poliestere,scuro,corto,all,2022-02-13,soleggiato,1.7,inverno,febbraio
poliestere,scuro,corto,autunno_inverno,2022-09-03,pioggia,23.4,autunno,settembre
cotone,colorato,corto,autunno_inverno,2022-11-26,soleggiato,4.25,autunno,novembre
poliestere,colorato,corto,estate,2022-08-23,soleggiato,25.35,estate,agosto
poliestere,colorato,corto,estate,2022-01-15,soleggiato,8.9,inverno,gennaio
poliestere,colorato,corto,estate,2022-05-14,pioggia,19.9,primavera,maggio
poliestere,colorato,corto,primavera_estate,2022-11-20,pioggia,4.7,autunno,novembre
poliestere,colorato,corto,estate,2022-05-19,soleggiato,22.9,primavera,maggio
poliestere,scuro,corto,all,2022-04-05,pioggia,9.6,primavera,aprile
poliestere,colorato,corto,all,2022-07-08,pioggia,24.2,estate,luglio
poliestere,colorato,corto,estate,2022-01-25,pioggia,1.3,inverno,gennaio
poliestere,scuro,corto,estate,2022-12-19,nuvoloso,1.4,inverno,dicembre
poliestere,scuro,corto,all,2022-02-12,soleggiato,8.15,inverno,febbraio
poliestere,scuro,corto,all,2022-01-21,pioggia,5.05,inverno,gennaio
poliestere,scuro,corto,autunno,2022-09-24,pioggia,17.549999999999997,autunno,settembre
cotone,scuro,corto,primavera_estate,2022-09-01,pioggia,26.9,autunno,settembre
poliestere,chiaro,corto,all,2022-06-04,soleggiato,27.7,estate,giugno
poliestere,scuro,corto,estate,2022-11-10,soleggiato,10.8,autunno,novembre
poliestere,scuro,corto,all,2022-09-01,pioggia,14.1,autunno,settembre
poliestere,chiaro,corto,estate,2022-04-04,pioggia,6.449999999999999,primavera,aprile
poliestere,scuro,corto,estate,2022-07-17,pioggia,31.05,estate,luglio
velluto,scuro,corto,autunno_inverno,2022-08-25,soleggiato,28.7,estate,agosto
cotone,colorato,corto,estate,2022-07-27,pioggia,30.25,estate,luglio
cotone,colorato,corto,estate,2022-11-29,pioggia,3.0,autunno,novembre
poliestere,scuro,corto,estate,2022-09-17,pioggia,19.25,autunno,settembre
cotone,scuro,corto,estate,2022-12-19,soleggiato,8.95,inverno,dicembre
poliestere,scuro,corto,estate,2022-07-20,soleggiato,30.9,estate,luglio
cotone,scuro,corto,estate,2022-07-31,soleggiato,27.8,estate,luglio
cotone,colorato,corto,all,2022-08-29,pioggia,20.35,estate,agosto
poliestere,scuro,corto,autunno_inverno,2022-10-02,nuvoloso,18.85,autunno,ottobre
poliestere,scuro,corto,estate,2022-07-07,pioggia,29.55,estate,luglio
poliestere,chiaro,corto,autunno_inverno,2022-01-06,neve,2.25,inverno,gennaio
velluto,scuro,corto,autunno_inverno,2022-08-26,pioggia,19.0,estate,agosto
poliestere,scuro,corto,primavera_estate,2022-08-15,soleggiato,21.45,estate,agosto
cotone,colorato,corto,estate,2022-10-04,pioggia,17.299999999999997,autunno,ottobre
poliestere,colorato,corto,estate,2022-10-25,soleggiato,20.1,autunno,ottobre
poliestere,colorato,corto,estate,2022-08-05,pioggia,29.700000000000003,estate,agosto
poliestere,scuro,corto,all,2022-05-15,pioggia,13.45,primavera,maggio
cotone,chiaro,corto,estate,2022-11-14,pioggia,10.6,autunno,novembre
poliestere,colorato,corto,estate,2022-04-26,pioggia,11.85,primavera,aprile
cotone,scuro,corto,estate,2022-08-07,pioggia,27.450000000000003,estate,agosto
poliestere,scuro,corto,estate,2022-05-13,nuvoloso,18.4,primavera,maggio
poliestere,colorato,corto,all,2022-01-14,soleggiato,4.95,inverno,gennaio
poliestere,scuro,corto,autunno,2022-08-22,soleggiato,26.4,estate,agosto
raso,colorato,corto,estate,2022-09-26,nuvoloso,12.65,autunno,settembre
poliestere,chiaro,corto,estate,2022-04-22,pioggia,13.9,primavera,aprile
cotone,scuro,corto,all,2022-06-15,nuvoloso,28.65,estate,giugno
poliestere,scuro,corto,all,2022-08-16,pioggia,28.1,estate,agosto
poliestere,colorato,corto,all,2022-06-17,pioggia,28.6,estate,giugno
poliestere,scuro,corto,estate,2022-08-17,nuvoloso,30.1,estate,agosto
poliestere,chiaro,corto,estate,2022-09-10,pioggia,11.6,autunno,settembre
poliestere,scuro,corto,all,2022-12-15,pioggia,2.1,inverno,dicembre
velluto,scuro,corto,autunno_inverno,2022-02-07,soleggiato,4.3500000000000005,inverno,febbraio
poliestere,scuro,corto,all,2022-11-17,pioggia,14.4,autunno,novembre
cotone,scuro,corto,estate,2022-02-23,soleggiato,5.0,inverno,febbraio
poliestere,chiaro,corto,all,2022-06-29,soleggiato,28.8,estate,giugno
poliestere,scuro,corto,estate,2022-09-20,soleggiato,16.8,autunno,settembre
poliestere,chiaro,corto,all,2022-09-17,pioggia,14.95,autunno,settembre
cotone,colorato,corto,all,2022-07-11,nuvoloso,24.7,estate,luglio
cotone,scuro,corto,estate,2022-05-31,pioggia,17.4,primavera,maggio
poliestere,colorato,corto,all,2022-05-23,nuvoloso,22.15,primavera,maggio
poliestere,scuro,corto,estate,2022-04-29,soleggiato,14.05,primavera,aprile
poliestere,scuro,corto,estate,2022-05-09,pioggia,18.35,primavera,maggio
cotone,colorato,corto,estate,2022-12-24,nuvoloso,17.1,inverno,dicembre
poliestere,scuro,corto,estate,2022-07-24,soleggiato,32.35,estate,luglio
poliestere,colorato,corto,all,2022-07-13,soleggiato,28.0,estate,luglio
poliestere,scuro,corto,all,2022-05-03,pioggia,16.25,primavera,maggio
poliestere,colorato,corto,all,2022-09-26,pioggia,7.75,autunno,settembre
raso,colorato,corto,estate,2022-03-03,nuvoloso,-2.75,primavera,marzo
poliestere,colorato,corto,estate,2022-08-10,soleggiato,27.9,estate,agosto
poliestere,scuro,corto,estate,2022-05-21,soleggiato,23.85,primavera,maggio
poliestere,scuro,corto,estate,2022-09-07,pioggia,26.5,autunno,settembre
poliestere,scuro,corto,estate,2022-04-04,pioggia,8.45,primavera,aprile
poliestere,scuro,corto,all,2022-06-24,soleggiato,32.85,estate,giugno
poliestere,colorato,corto,all,2022-01-15,soleggiato,8.5,inverno,gennaio
poliestere,scuro,corto,estate,2022-01-22,soleggiato,6.45,inverno,gennaio
poliestere,colorato,corto,autunno,2022-12-09,pioggia,4.95,inverno,dicembre
poliestere,scuro,corto,all,2022-06-27,soleggiato,26.85,estate,giugno
poliestere,colorato,corto,estate,2022-09-03,soleggiato,26.35,autunno,settembre
poliestere,scuro,corto,all,2022-06-21,soleggiato,25.8,estate,giugno
poliestere,colorato,corto,all,2022-04-11,nuvoloso,4.55,primavera,aprile
cotone,colorato,corto,estate,2022-01-31,pioggia,0.3,inverno,gennaio
poliestere,scuro,corto,all,2022-04-16,pioggia,14.9,primavera,aprile
poliestere,chiaro,corto,estate,2022-03-28,soleggiato,13.7,primavera,marzo
cotone,colorato,corto,estate,2022-08-03,soleggiato,30.05,estate,agosto
poliestere,scuro,corto,all,2022-05-11,soleggiato,21.15,primavera,maggio
poliestere,colorato,corto,estate,2022-04-25,pioggia,12.9,primavera,aprile
poliestere,scuro,corto,estate,2022-07-30,pioggia,31.3,estate,luglio
poliestere,colorato,corto,estate,2022-03-24,soleggiato,10.05,primavera,marzo
poliestere,scuro,corto,estate,2022-04-22,pioggia,12.3,primavera,aprile
poliestere,scuro,corto,all,2022-05-25,pioggia,22.6,primavera,maggio
cotone,colorato,corto,estate,2022-11-12,nuvoloso,10.4,autunno,novembre
poliestere,scuro,corto,autunno_inverno,2022-02-06,nuvoloso,6.25,inverno,febbraio
cotone,scuro,corto,all,2022-07-24,soleggiato,32.9,estate,luglio
poliestere,scuro,corto,estate,2022-01-01,soleggiato,5.55,inverno,gennaio
cotone,scuro,corto,all,2022-07-23,pioggia,31.7,estate,luglio
poliestere,colorato,corto,estate,2022-04-07,pioggia,2.8000000000000003,primavera,aprile
poliestere,scuro,corto,all,2022-09-09,pioggia,29.450000000000003,autunno,settembre
poliestere,colorato,corto,all,2022-08-21,pioggia,28.4,estate,agosto
poliestere,colorato,corto,estate,2022-08-05,soleggiato,30.6,estate,agosto
poliestere,chiaro,corto,all,2022-08-08,soleggiato,27.25,estate,agosto
poliestere,chiaro,corto,estate,2022-06-22,pioggia,28.7,estate,giugno
poliestere,chiaro,corto,estate,2022-08-07,pioggia,31.3,estate,agosto
poliestere,colorato,corto,estate,2022-02-01,pioggia,5.05,inverno,febbraio
poliestere,scuro,corto,all,2022-11-14,pioggia,14.95,autunno,novembre
poliestere,scuro,corto,primavera_estate,2022-10-05,nuvoloso,23.700000000000003,autunno,ottobre
poliestere,scuro,corto,all,2022-07-28,soleggiato,26.2,estate,luglio
poliestere,colorato,corto,all,2022-06-02,soleggiato,23.3,estate,giugno
poliestere,colorato,corto,estate,2022-04-27,pioggia,2.8500000000000005,primavera,aprile
cotone,chiaro,corto,estate,2022-05-15,nuvoloso,18.65,primavera,maggio
poliestere,chiaro,corto,estate,2022-03-10,soleggiato,-2.2,primavera,marzo
poliestere,colorato,corto,estate,2022-10-21,soleggiato,19.05,autunno,ottobre
cotone,chiaro,corto,all,2022-04-01,pioggia,8.3,primavera,aprile
poliestere,colorato,corto,all,2022-05-06,pioggia,15.35,primavera,maggio
poliestere,colorato,corto,estate,2022-08-27,soleggiato,32.5,estate,agosto
poliestere,chiaro,corto,estate,2022-09-10,pioggia,23.75,autunno,settembre
poliestere,chiaro,corto,estate,2022-10-25,pioggia,9.55,autunno,ottobre
raso,scuro,corto,all,2022-12-05,pioggia,5.35,inverno,dicembre
poliestere,colorato,corto,all,2022-06-24,pioggia,26.0,estate,giugno
poliestere,scuro,corto,all,2022-08-16,pioggia,29.700000000000003,estate,agosto
poliestere,scuro,corto,all,2022-05-27,soleggiato,27.0,primavera,maggio
poliestere,colorato,corto,estate,2022-07-04,soleggiato,32.85,estate,luglio
poliestere,scuro,corto,all,2022-01-17,pioggia,8.4,inverno,gennaio
raso,scuro,corto,primavera_estate,2022-04-16,soleggiato,14.95,primavera,aprile
velluto,colorato,corto,autunno_inverno,2022-04-08,soleggiato,15.45,primavera,aprile
poliestere,scuro,corto,all,2022-06-18,pioggia,26.7,estate,giugno
cotone,scuro,corto,estate,2022-08-18,pioggia,26.200000000000003,estate,agosto
velluto,scuro,corto,all,2022-02-01,soleggiato,2.4000000000000004,inverno,febbraio
poliestere,scuro,corto,estate,2022-06-25,soleggiato,27.3,estate,giugno
poliestere,colorato,corto,primavera_estate,2022-09-02,soleggiato,20.5,autunno,settembre
cotone,scuro,corto,estate,2022-05-15,soleggiato,21.55,primavera,maggio
poliestere,colorato,corto,estate,2022-10-13,pioggia,12.15,autunno,ottobre
poliestere,colorato,corto,estate,2022-09-03,pioggia,19.45,autunno,settembre
poliestere,scuro,corto,estate,2022-01-28,nuvoloso,2.4000000000000004,inverno,gennaio
velluto,scuro,corto,autunno_inverno,2022-10-25,pioggia,14.3,autunno,ottobre
cotone,scuro,corto,autunno_inverno,2022-10-03,soleggiato,20.05,autunno,ottobre
poliestere,colorato,corto,estate,2022-01-14,soleggiato,1.15,inverno,gennaio
poliestere,scuro,corto,estate,2022-08-08,pioggia,30.0,estate,agosto
seta,scuro,corto,all,2022-07-01,soleggiato,28.8,estate,luglio
poliestere,colorato,corto,primavera_estate,2022-09-16,pioggia,26.25,autunno,settembre
cotone,chiaro,corto,estate,2022-04-20,pioggia,14.3,primavera,aprile
poliestere,colorato,corto,all,2022-02-12,nuvoloso,9.05,inverno,febbraio
poliestere,scuro,corto,all,2022-04-13,soleggiato,13.75,primavera,aprile
poliestere,colorato,corto,estate,2022-07-30,soleggiato,36.3,estate,luglio
poliestere,scuro,corto,autunno,2022-09-03,pioggia,22.6,autunno,settembre
poliestere,colorato,corto,all,2022-09-27,pioggia,13.25,autunno,settembre
poliestere,colorato,corto,all,2022-01-30,soleggiato,0.0,inverno,gennaio
poliestere,colorato,corto,all,2022-05-09,soleggiato,18.9,primavera,maggio
cotone,chiaro,corto,autunno_inverno,2022-06-08,pioggia,20.2,estate,giugno
poliestere,colorato,corto,all,2022-07-29,pioggia,29.5,estate,luglio
poliestere,scuro,corto,all,2022-01-31,nuvoloso,0.8999999999999999,inverno,gennaio
poliestere,colorato,corto,estate,2022-05-26,soleggiato,25.55,primavera,maggio
poliestere,colorato,corto,estate,2022-09-03,soleggiato,24.8,autunno,settembre
poliestere,colorato,corto,primavera,2022-11-08,pioggia,11.9,autunno,novembre
poliestere,scuro,corto,estate,2022-01-19,soleggiato,-0.2000000000000001,inverno,gennaio
poliestere,scuro,corto,all,2022-08-15,soleggiato,33.15,estate,agosto
poliestere,colorato,corto,primavera_estate,2022-03-11,soleggiato,3.85,primavera,marzo
poliestere,scuro,corto,estate,2022-04-12,soleggiato,10.4,primavera,aprile
poliestere,scuro,corto,primavera_estate,2022-02-23,soleggiato,6.05,inverno,febbraio
poliestere,chiaro,corto,estate,2022-06-01,nuvoloso,24.5,estate,giugno
poliestere,colorato,corto,primavera_estate,2022-06-07,soleggiato,30.0,estate,giugno
poliestere,colorato,corto,estate,2022-10-29,soleggiato,17.25,autunno,ottobre
poliestere,chiaro,corto,all,2022-09-26,pioggia,19.700000000000003,autunno,settembre
poliestere,scuro,corto,estate,2022-01-16,soleggiato,5.800000000000001,inverno,gennaio
poliestere,colorato,corto,estate,2022-01-20,nuvoloso,-0.5,inverno,gennaio
poliestere,scuro,corto,all,2022-07-07,pioggia,27.4,estate,luglio
poliestere,scuro,corto,all,2022-12-23,nuvoloso,6.45,inverno,dicembre
poliestere,scuro,corto,estate,2022-02-21,neve,3.3000000000000003,inverno,febbraio
cotone,chiaro,corto,all,2022-05-06,pioggia,15.2,primavera,maggio
poliestere,colorato,corto,primavera_estate,2022-06-22,pioggia,30.05,estate,giugno
poliestere,colorato,corto,estate,2022-06-10,pioggia,20.25,estate,giugno
poliestere,scuro,corto,estate,2022-10-18,soleggiato,19.05,autunno,ottobre
poliestere,colorato,corto,primavera_estate,2022-07-07,pioggia,13.95,estate,luglio
cotone,scuro,corto,estate,2022-02-09,soleggiato,5.45,inverno,febbraio
poliestere,scuro,corto,all,2022-10-09,pioggia,17.7,autunno,ottobre
poliestere,scuro,corto,estate,2022-03-18,neve,7.65,primavera,marzo
poliestere,colorato,corto,estate,2022-11-16,pioggia,9.5,autunno,novembre
cotone,chiaro,corto,all,2022-10-13,pioggia,17.4,autunno,ottobre
poliestere,scuro,corto,estate,2022-06-05,pioggia,27.3,estate,giugno
velluto,scuro,corto,autunno_inverno,2022-11-14,pioggia,8.9,autunno,novembre
poliestere,scuro,corto,all,2022-08-31,pioggia,22.9,estate,agosto
poliestere,colorato,corto,estate,2022-05-14,nuvoloso,20.450000000000003,primavera,maggio
poliestere,colorato,corto,primavera_estate,2022-06-15,soleggiato,26.8,estate,giugno
poliestere,colorato,corto,estate,2022-01-05,neve,-3.5,inverno,gennaio
poliestere,colorato,corto,all,2022-10-20,soleggiato,17.8,autunno,ottobre
poliestere,scuro,corto,all,2022-06-25,soleggiato,27.950000000000003,estate,giugno
poliestere,scuro,corto,all,2022-08-01,pioggia,26.450000000000003,estate,agosto
poliestere,colorato,corto,estate,2022-05-22,nuvoloso,20.75,primavera,maggio
poliestere,scuro,corto,all,2022-10-17,soleggiato,18.95,autunno,ottobre
poliestere,scuro,corto,estate,2022-05-30,pioggia,13.5,primavera,maggio
poliestere,colorato,corto,estate,2022-10-30,soleggiato,17.85,autunno,ottobre
poliestere,colorato,corto,estate,2022-03-31,pioggia,8.7,primavera,marzo
poliestere,scuro,corto,estate,2022-09-02,pioggia,13.15,autunno,settembre
poliestere,chiaro,corto,estate,2022-05-18,pioggia,24.0,primavera,maggio
poliestere,colorato,corto,primavera,2022-11-21,neve,-1.8000000000000005,autunno,novembre
poliestere,scuro,corto,all,2022-04-28,soleggiato,13.45,primavera,aprile
poliestere,scuro,corto,estate,2022-09-15,pioggia,27.3,autunno,settembre
poliestere,scuro,corto,all,2022-03-05,pioggia,3.75,primavera,marzo
raso,scuro,corto,all,2022-10-06,soleggiato,18.950000000000003,autunno,ottobre
poliestere,scuro,corto,all,2022-05-07,pioggia,15.85,primavera,maggio
poliestere,colorato,corto,autunno_inverno,2022-08-03,soleggiato,27.0,estate,agosto
poliestere,scuro,corto,all,2022-06-08,soleggiato,29.45,estate,giugno
cotone,scuro,corto,estate,2022-04-06,pioggia,7.45,primavera,aprile
poliestere,colorato,corto,primavera_estate,2022-11-13,pioggia,4.15,autunno,novembre
poliestere,scuro,corto,estate,2022-03-01,soleggiato,0.1999999999999999,primavera,marzo
poliestere,chiaro,corto,estate,2022-04-01,pioggia,7.5,primavera,aprile
poliestere,colorato,corto,primavera_estate,2022-06-14,pioggia,26.9,estate,giugno
poliestere,colorato,corto,primavera_estate,2022-02-26,pioggia,4.0,inverno,febbraio
cotone,scuro,corto,all,2022-12-01,nuvoloso,3.45,inverno,dicembre
velluto,scuro,corto,all,2022-05-20,pioggia,14.95,primavera,maggio
cotone,colorato,corto,autunno_inverno,2022-03-16,soleggiato,9.25,primavera,marzo
poliestere,scuro,corto,autunno,2022-04-16,pioggia,14.25,primavera,aprile
poliestere,colorato,corto,estate,2022-11-15,pioggia,7.949999999999999,autunno,novembre
cotone,scuro,corto,all,2022-08-20,pioggia,23.35,estate,agosto
cotone,scuro,corto,all,2022-10-31,soleggiato,17.2,autunno,ottobre
poliestere,chiaro,corto,estate,2022-12-10,pioggia,5.85,inverno,dicembre
poliestere,chiaro,corto,all,2022-05-25,soleggiato,25.55,primavera,maggio
poliestere,colorato,corto,estate,2022-12-20,nuvoloso,7.7,inverno,dicembre
poliestere,colorato,corto,all,2022-01-12,soleggiato,3.0,inverno,gennaio
cotone,colorato,corto,estate,2022-01-16,nuvoloso,2.45,inverno,gennaio
poliestere,scuro,corto,all,2022-11-22,pioggia,5.4,autunno,novembre
poliestere,chiaro,corto,all,2022-08-08,pioggia,28.1,estate,agosto
seta,scuro,corto,all,2022-04-19,soleggiato,9.25,primavera,aprile
poliestere,scuro,corto,all,2022-06-05,pioggia,25.3,estate,giugno
poliestere,scuro,corto,estate,2022-09-20,soleggiato,20.25,autunno,settembre
poliestere,chiaro,corto,estate,2022-12-21,nuvoloso,8.1,inverno,dicembre
poliestere,colorato,corto,estate,2022-07-17,pioggia,25.85,estate,luglio
poliestere,scuro,corto,primavera_estate,2022-01-14,nuvoloso,-0.1,inverno,gennaio
poliestere,colorato,corto,estate,2022-07-27,pioggia,25.9,estate,luglio
cotone,scuro,corto,estate,2022-11-05,pioggia,11.95,autunno,novembre
cotone,colorato,corto,estate,2022-03-15,neve,6.15,primavera,marzo
poliestere,scuro,corto,estate,2022-09-30,neve,10.55,autunno,settembre
poliestere,scuro,corto,estate,2022-11-28,pioggia,7.05,autunno,novembre
poliestere,scuro,corto,estate,2022-03-05,soleggiato,0.9500000000000002,primavera,marzo
cotone,scuro,corto,all,2022-03-17,soleggiato,11.2,primavera,marzo
poliestere,scuro,corto,estate,2022-12-15,pioggia,9.6,inverno,dicembre
poliestere,scuro,corto,all,2022-11-30,nuvoloso,3.65,autunno,novembre
poliestere,chiaro,corto,estate,2022-05-26,pioggia,24.6,primavera,maggio
poliestere,colorato,corto,all,2022-02-22,soleggiato,5.949999999999999,inverno,febbraio
poliestere,scuro,corto,all,2022-03-18,pioggia,9.1,primavera,marzo
cotone,scuro,corto,estate,2022-04-02,pioggia,5.0,primavera,aprile
poliestere,scuro,corto,estate,2022-01-26,nuvoloso,3.8,inverno,gennaio
poliestere,colorato,corto,all,2022-03-25,soleggiato,10.0,primavera,marzo
poliestere,colorato,corto,estate,2022-01-16,soleggiato,11.0,inverno,gennaio
poliestere,colorato,corto,estate,2022-11-07,soleggiato,8.7,autunno,novembre
poliestere,chiaro,corto,estate,2022-01-20,nuvoloso,1.7499999999999998,inverno,gennaio
poliestere,scuro,corto,primavera_estate,2022-12-08,pioggia,2.1,inverno,dicembre
poliestere,scuro,corto,all,2022-07-03,pioggia,21.1,estate,luglio
poliestere,scuro,corto,estate,2022-10-23,nuvoloso,19.7,autunno,ottobre
poliestere,colorato,corto,primavera_estate,2022-10-13,nuvoloso,17.1,autunno,ottobre
poliestere,scuro,corto,all,2022-09-17,pioggia,14.7,autunno,settembre
cotone,scuro,corto,estate,2022-02-19,pioggia,11.75,inverno,febbraio
poliestere,colorato,corto,all,2022-01-22,nuvoloso,0.6500000000000004,inverno,gennaio
poliestere,scuro,corto,estate,2022-11-03,neve,10.15,autunno,novembre
poliestere,scuro,corto,estate,2022-01-04,pioggia,10.8,inverno,gennaio
cotone,scuro,corto,all,2022-12-05,pioggia,8.65,inverno,dicembre
